$ wsl -d Ubuntu -- sh -c "grep -E 'MPI|starting|finished|total summaries|total_params|sent|chunk' /home/dddy/.vs/HSBacktest/out/build/linux-debug/HSBacktest/logs/backtest.1.log"
[exit 0]
2026-06-07 22:26:10.492 | info | 18243 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.496 | info | 18320 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.495 | info | 18258 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.496 | info | 18255 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.507 | info | 18235 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.509 | info | 18327 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.509 | info | 18259 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.511 | info | 18326 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.515 | info | 18256 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.516 | info | 18323 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.519 | info | 18321 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.522 | info | 18237 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.525 | info | 18260 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.528 | info | 18241 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.531 | info | 18312 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.531 | info | 18319 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.533 | info | 18315 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.535 | info | 18226 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.535 | info | 18324 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.541 | info | 18254 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
2026-06-07 22:26:10.548 | info | 18328 | BacktestEngine.cpp:95 | BacktestEngine::Run - starting backtest with 3 stocks, 12 rebalance periods
